"municipio","cod_comunidad","comunidad","cod_calle","nombre_calle"
MP. DIAZ,"15-2-1-150201022-6",MANGLARES DE LAS MARITAS,"15-2-1-150201022-6-1","AVENIDA NORTE- SUR, CALLE CORTEZ, CALLE LOS ANGELES Y GUSTAVO SANDOVAL"
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-9",CALLE GLADYS HERNANDEZ
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-8","CALLE FUCHO HERNANDEZ,PRIMERA,SEGUNDA,TERCERA Y CALLE NORTE SUR"
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-17",CALLE MARGARITA CEDEÑO Y CALLE CECILIA VELASQUEZ
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-15","CALLE LOS BELLOS,CIRCUNVALACION Y CALLE LOS HERNANDEZ"
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-13",CALLE LAS FLORES
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-12","CALLE MACHINDA, VICENTE CEDEÑO"
MP. DIAZ,"15-2-1-150201022-4",LAS MARITAS SECTOR C,"15-2-1-150201022-4-11",CALLE MAMAUCHA Y CALLE EL LAGO
MP. DIAZ,"15-2-1-150201022-3",CAPILLA NUESTRO ESFUERZO,"15-2-1-150201022-3-4",CALLE LOS CHAGUARAMOS
MP. DIAZ,"15-2-1-150201022-3",CAPILLA NUESTRO ESFUERZO,"15-2-1-150201022-3-3",CALLE LAS MARGARITAS
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-8",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-6","CALLE LAS ACACIAS, CAMINO REAL Y SAN LUIS"
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-4",CALLE LA ROSA
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-2",CALLE SAN RAFAEL
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-16",CALLE GOMEZ
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-11",CALLE MATIAS
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-10",CALLE SAN BERNARDINO
MP. DIAZ,"15-2-1-150201022-2",LA CAPILLA,"15-2-1-150201022-2-1",CALLE LOS COMPADRES Y CALLE LOS FERNANDEZ
MP. DIAZ,"15-2-1-150201022-1",LAS MARITAS SECTOR A,"15-2-1-150201022-1-6","CALLE PAPACHICO, VIRGEN DEL VALLE, CHE GUEVARA Y JUNCAL"
MP. DIAZ,"15-2-1-150201022-1",LAS MARITAS SECTOR A,"15-2-1-150201022-1-20","CALLE RAUL LEONI, CALLE JUANA LA AVANZADORA"
MP. DIAZ,"15-2-1-150201022-1",LAS MARITAS SECTOR A,"15-2-1-150201022-1-17","CALLE ROMULO BENTANCOUR, CALLE SIMON RODRIGUEZ , MARIA GUEVARA Y GIRASOLES Y PRINCIPAL"
MP. DIAZ,"15-2-1-150201022-1",LAS MARITAS SECTOR A,"15-2-1-150201022-1-13",CALLE FRANCISCO DE MIRANDA
MP. DIAZ,"15-2-1-150201022-1",LAS MARITAS SECTOR A,"15-2-1-150201022-1-10","CALLE JOSE FELIX RIBAS, CALLE MAMANANA, CALLE VELASQUEZ, Y CALLE CARDONAL"
MP. DIAZ,"15-2-1-150201022-1",LAS MARITAS SECTOR A,"15-2-1-150201022-1-1",CALLE LAS TUNAS Y CALLE LAS MARGARITAS Y CALLE FUCHO HERNANDEZ
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-9","CALLE 8, 10, 12 VEREDA 2"
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-5",AVENIDA 1 Y CALLE 3
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-4",CALLE 16
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-2",CALLE 15 Y AVENIDA 2
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-14","CALLE 17, 18, 19"
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-11","CALLE 11, 13 Y 14"
MP. DIAZ,"15-2-1-150201021-7",PRADERAS DE VALLE VERDE,"15-2-1-150201021-7-10",AVENIDA 3
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-8","CALLE 10, 11 Y 12"
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-6",CALLE 8 Y CALLE 9
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-5",CALLE 7
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-4",CALLE 5
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-3",CALLE 3
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-2",CALLE 2
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-12",CALLE 6
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-11",CALLE 4
MP. DIAZ,"15-2-1-150201021-5",CIUDAD DEL SOL,"15-2-1-150201021-5-1",CALLE 1
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-9",TRANSVERSAL OESTE Y CALLE 3 OESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-7",CALLE 6
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-6",CALLE 5 ESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-4",CALLE 2 OESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-3",CALLE 2 ESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-14",CALLE 1 OESTE Y 1 ESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-13",CALLE 3 LADO ESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-12",CALLE 4 LADO OESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-11",CALLE 5 OESTE
MP. DIAZ,"15-2-1-150201021-4",COTOPERIZ III,"15-2-1-150201021-4-10",CALLE 4 LADO ESTE
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-9",CALLE MANGLILLO
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-8",CALLE NAM VASQUEZ
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-7",CALLE LAS FLORES
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-4",CALLE EL OLVIDO
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-3",CALLE PRINCIPAL 1
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-2",CALLE POZO CLEMENTE
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-13",CALLE PRINCIPAL 2
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-12",BERMUDEZ II
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-11",BERMUDEZ III
MP. DIAZ,"15-2-1-150201020-1",EL YAQUE,"15-2-1-150201020-1-10",CALLE BOLIVAR
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-7",SAN JOSE
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-6",CALLE CASTILLETE
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-5",CALLE VELASQUEZ
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-4",CALLE GUAYACAN
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-3",CALLE LARA
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-2",CALLE MERIDA SUR
MP. DIAZ,"15-2-1-150201019-8",GUATACARAL II,"15-2-1-150201019-8-1",CALLE MERIDA NORTE
MP. DIAZ,"15-2-1-150201019-5",VILLA ESPERANZA,"15-2-1-150201019-5-4",CALLE CHAGUARAMOS Y CALLE PIONEROS
MP. DIAZ,"15-2-1-150201019-5",VILLA ESPERANZA,"15-2-1-150201019-5-3",CALLE LIBERTAD
MP. DIAZ,"15-2-1-150201019-5",VILLA ESPERANZA,"15-2-1-150201019-5-2","CALLE LAS AMERICAS / VIRGEN DEL VALLE,CALLE VELASQUEZ Y CALLE NUEVA"
MP. DIAZ,"15-2-1-150201019-4",BRISAS DEL ESPINAL,"15-2-1-150201019-4-6","CALLE SANTA MARIA, SANTA ANA Y PARAGUACHOA"
MP. DIAZ,"15-2-1-150201019-4",BRISAS DEL ESPINAL,"15-2-1-150201019-4-5",CALLE CEDEÑO- SANTA BARBARA Y MARISEL VELASQUEZ
MP. DIAZ,"15-2-1-150201019-4",BRISAS DEL ESPINAL,"15-2-1-150201019-4-4",CALLE LA BENDICION DE DIOS
MP. DIAZ,"15-2-1-150201019-4",BRISAS DEL ESPINAL,"15-2-1-150201019-4-2",CALLE SAN JOSE
MP. DIAZ,"15-2-1-150201019-4",BRISAS DEL ESPINAL,"15-2-1-150201019-4-1",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201019-3",CALLE BOLIVARIANA,"15-2-1-150201019-3-4",Z/S URBANIZACIÓN EL PIÑONATE
MP. DIAZ,"15-2-1-150201019-3",CALLE BOLIVARIANA,"15-2-1-150201019-3-3",Z/S URBANIZACIÓN LAS TRINITARIAS
MP. DIAZ,"15-2-1-150201019-3",CALLE BOLIVARIANA,"15-2-1-150201019-3-1",CALLE BOLIVARIANA Y URBANIZACION ECO ISLA
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-9",CALLE 9
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-8",CALLE 8
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-7",CALLE 7
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-6",CALLE 6
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-5",CALLE 5
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-3",CALLE 3
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-13",CALLE SAN JUAN
MP. DIAZ,"15-2-1-150201019-1",CERROMAR,"15-2-1-150201019-1-1",CALLE 1
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-9",CALLE LOS CAZADORES
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-8","CALLE ANTONIO RISQUEZ, ANTONIO DIAZ,SANTIAGO MARIÑO Y CALLE SANTIAGO MARIÑO II"
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-4",CALLE JUAN BAUTISTA ARISMENDI
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-18",CALLE ANTONIO JOSE DE SUCRE
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-16",CALLE COMANDANTE ETERNO Y VICENTE GONZALEZ
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-13",CALLE LUISA CACERES DE ARISMENDI
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-12",CALLE LIZANDRO ALVARADO
MP. DIAZ,"15-2-1-150201016-1",COLINAS DE BOQUERON,"15-2-1-150201016-1-11",CALLE JUAN DE CASTELLANOS
MP. DIAZ,"15-2-1-150201015-4",BRISAS DE LA TIERRA,"15-2-1-150201015-4-9",VEREDA GIRASOLES Y CALLE TULIPANES
MP. DIAZ,"15-2-1-150201015-4",BRISAS DE LA TIERRA,"15-2-1-150201015-4-7",VEREDA ARAGUANEY
MP. DIAZ,"15-2-1-150201015-4",BRISAS DE LA TIERRA,"15-2-1-150201015-4-2",COQUETA
MP. DIAZ,"15-2-1-150201015-4",BRISAS DE LA TIERRA,"15-2-1-150201015-4-17",VEREDA GERANIOS
MP. DIAZ,"15-2-1-150201015-4",BRISAS DE LA TIERRA,"15-2-1-150201015-4-16",VEREDA LAS AZUCENAS
MP. DIAZ,"15-2-1-150201015-3",LOMAS DEL PROGRESO,"15-2-1-150201015-3-5",CALLE 5 EL ESFUERZO
MP. DIAZ,"15-2-1-150201015-3",LOMAS DEL PROGRESO,"15-2-1-150201015-3-4",CALLE 4 SUCRE Y CEDEÑO
MP. DIAZ,"15-2-1-150201015-3",LOMAS DEL PROGRESO,"15-2-1-150201015-3-3","CALLE 3 CARRETERA , SEGURO , BOA VISTA"
MP. DIAZ,"15-2-1-150201015-3",LOMAS DEL PROGRESO,"15-2-1-150201015-3-2",CALLE 2 SAN JOSE
MP. DIAZ,"15-2-1-150201015-3",LOMAS DEL PROGRESO,"15-2-1-150201015-3-1",CALLE 1 LAS DELICIAS
MP. DIAZ,"15-2-1-150201015-2",PROGRESO II,"15-2-1-150201015-2-8",VIRGEN DEL VALLE
MP. DIAZ,"15-2-1-150201015-2",PROGRESO II,"15-2-1-150201015-2-13",CALLE BELLA VISTA
MP. DIAZ,"15-2-1-150201015-2",PROGRESO II,"15-2-1-150201015-2-12",CALLE LAS ACASIAS CON CALLE BOLIVARIANA
MP. DIAZ,"15-2-1-150201015-2",PROGRESO II,"15-2-1-150201015-2-11",ALDONZA MANRIQUEZ Y CARRETERA NACIONAL
MP. DIAZ,"15-2-1-150201015-2",PROGRESO II,"15-2-1-150201015-2-10",CALLE VISTA DEL SOL Y LAS PALMERAS
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-6",CARRETERA NACIONAL SAN JUAN
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-20","CALLE FABRICIO OJEDA, ALY PRIMERA Y NUEVA ESPARTA CON CALLE BOLIVAR"
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-18",CALLE EL CHEE
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-16",CALLE EL INCE Y LUISA CACERES DE ARISMENDI
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-15",CALLE VIRGEN DEL VALLE Y CALLE PAEZ
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-13",CALLE EL MILAGRO
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-11",CALLE GOMEZ
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-10",CALLE PRINCIPAL PROGRESO I
MP. DIAZ,"15-2-1-150201015-1",PROGRESO I,"15-2-1-150201015-1-1",CALLE ALDONZA MANRIQUE
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-9","AVENIDA LAS AMERICAS OESTE, CON LARA Y TRUJILLO E"
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-3",AV. LAS AMERICAS OESTE Y G
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-25",JARDINES 2
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-23",JARDINES 1
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-22",CALLE M CON N - 19 DE ABRIL
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-21",CALLE O Y VEREDA VIRGEN DEL VALLE
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-16",CALLE MONAGAS Y BERMUDEZ
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-14",CALLE PAEZ/ CON CALLE FALCON Y K
MP. DIAZ,"15-2-1-150201014-7",COTOPERIZ I,"15-2-1-150201014-7-1","CALLE BOLIVAR, EL PRADO Y CALLE E-F-7"
MP. DIAZ,"15-2-1-150201014-5",LAS AMERICAS,"15-2-1-150201014-5-5",CALLE 3-4
MP. DIAZ,"15-2-1-150201014-5",LAS AMERICAS,"15-2-1-150201014-5-3",VEREDA 1-2
MP. DIAZ,"15-2-1-150201014-5",LAS AMERICAS,"15-2-1-150201014-5-2",CALLE 2
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-9",CALLE 7 ESTE Y OESTE
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-8",CALLE 6 OESTE
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-7",CALLE 6 ESTE
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-6",CALLE E-04
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-3",CALLE 3
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-2",CALLE 2
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-17",CALLE E-5 Y CALLE O-5
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-16",CALLE 1
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-14",CALLE O-04
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-12",CALLE OESTE LATERAL
MP. DIAZ,"15-2-1-150201014-4",COTOPERIZ II,"15-2-1-150201014-4-10",CALLE 8 OESTE Y 8 ESTE
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-8","7"
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-7","6"
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-6","5"
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-5","4"
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-4","3"
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-3","2"
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-14",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-13",CALLE 6 B
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-12",CALLE 8
MP. DIAZ,"15-2-1-150201014-1",LA FUENTE,"15-2-1-150201014-1-11",CALLE 1
MP. DIAZ,"15-2-1-150201013-2",EL VERGEL,"15-2-1-150201013-2-5",CARRETERA NACIONAL
MP. DIAZ,"15-2-1-150201013-2",EL VERGEL,"15-2-1-150201013-2-4",CALLE VERGEL MEDIO
MP. DIAZ,"15-2-1-150201013-2",EL VERGEL,"15-2-1-150201013-2-3","CALLE VERGEL ABAJO, CALLEJON LAS ROSITAS, LOS LEONES Y LOS MATA"
MP. DIAZ,"15-2-1-150201013-2",EL VERGEL,"15-2-1-150201013-2-1",CALLE MEAÑO Y CALLEJON MEAÑO
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-8",CALLE NUEVA ARRIBA
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-7",CALLE SUCRE MEDIA
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-6",CALLE SUCRE ARRIBA
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-5",CALLE SUCRE ABAJO
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-4",CALLE EL SITIO
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-3",CALLELAS FLORES
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-2",CALLE MEAÑO
MP. DIAZ,"15-2-1-150201013-1",BOQUERON,"15-2-1-150201013-1-1",CALLE NUEVA
MP. DIAZ,"15-2-1-150201012-7",COLINAS DEL DATIL SUR,"15-2-1-150201012-7-4","CALLE BELLO MONTE, CALLE MIRLA, ZAPATICO Y LAS PALMAS"
MP. DIAZ,"15-2-1-150201012-7",COLINAS DEL DATIL SUR,"15-2-1-150201012-7-3","CALLE PIAR, CALLE HUGO CHAVEZ Y CALLE MARISEL VELASQUEZ"
MP. DIAZ,"15-2-1-150201012-7",COLINAS DEL DATIL SUR,"15-2-1-150201012-7-1",CALLE 5 DE JULIO
MP. DIAZ,"15-2-1-150201012-6",VILLAS BOLIVARIANAS,"15-2-1-150201012-6-6",CALLE 5
MP. DIAZ,"15-2-1-150201012-6",VILLAS BOLIVARIANAS,"15-2-1-150201012-6-5",CALLE 4
MP. DIAZ,"15-2-1-150201012-6",VILLAS BOLIVARIANAS,"15-2-1-150201012-6-4",CALLE 3
MP. DIAZ,"15-2-1-150201012-6",VILLAS BOLIVARIANAS,"15-2-1-150201012-6-2",CALLE 1
MP. DIAZ,"15-2-1-150201012-5",URB. LOS ROBLES,"15-2-1-150201012-5-6",CALLE IV
MP. DIAZ,"15-2-1-150201012-5",URB. LOS ROBLES,"15-2-1-150201012-5-5",CALLE I
MP. DIAZ,"15-2-1-150201012-5",URB. LOS ROBLES,"15-2-1-150201012-5-2",CALLE III
MP. DIAZ,"15-2-1-150201012-5",URB. LOS ROBLES,"15-2-1-150201012-5-1",CALLE II
MP. DIAZ,"15-2-1-150201012-4",URB. CARCANAPIRAL,"15-2-1-150201012-4-7",CALLE 4
MP. DIAZ,"15-2-1-150201012-4",URB. CARCANAPIRAL,"15-2-1-150201012-4-6",CALLE 2
MP. DIAZ,"15-2-1-150201012-4",URB. CARCANAPIRAL,"15-2-1-150201012-4-5",CALLE 1 (VISTA ALEGRE)
MP. DIAZ,"15-2-1-150201012-4",URB. CARCANAPIRAL,"15-2-1-150201012-4-3",CALLE 3
MP. DIAZ,"15-2-1-150201012-3",DATIL SUR,"15-2-1-150201012-3-2",CALLE REAL
MP. DIAZ,"15-2-1-150201012-3",DATIL SUR,"15-2-1-150201012-3-1",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-9",CALLE VISTA ALEGRE
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-8",CALLE CADAFE
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-7",CALLE SANDINA
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-6",CALLE BUENA VISTA
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-5",CALLE VIRGEN DEL VALLE
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-4",CALLE CLARET
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-3",CALLE CATIA
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-2",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201012-2",EL DATIL PUEBLO,"15-2-1-150201012-2-1",CALLE VELASQUEZ
MP. DIAZ,"15-2-1-150201012-1",COLINAS DEL DATIL,"15-2-1-150201012-1-9","CALLE PRINCIPAL Y CALLE 2, CALLE 5 Y CALLE TENERIFE"
MP. DIAZ,"15-2-1-150201012-1",COLINAS DEL DATIL,"15-2-1-150201012-1-8",CALLE 4
MP. DIAZ,"15-2-1-150201012-1",COLINAS DEL DATIL,"15-2-1-150201012-1-5",CALLE 3
MP. DIAZ,"15-2-1-150201012-1",COLINAS DEL DATIL,"15-2-1-150201012-1-4",CALLE 1
MP. DIAZ,"15-2-1-150201012-1",COLINAS DEL DATIL,"15-2-1-150201012-1-11",VILLAS DEL CARIBE
MP. DIAZ,"15-2-1-150201011-4",LOS BAGRES NORTE,"15-2-1-150201011-4-9",CALLE GUEVARA 1 Y 2
MP. DIAZ,"15-2-1-150201011-4",LOS BAGRES NORTE,"15-2-1-150201011-4-8",CALLE LAS FLORES
MP. DIAZ,"15-2-1-150201011-4",LOS BAGRES NORTE,"15-2-1-150201011-4-4","CALLES VIRGEN DEL VALLE, FATIMA Y VELASQUEZ"
MP. DIAZ,"15-2-1-150201011-4",LOS BAGRES NORTE,"15-2-1-150201011-4-2",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-9",CALLE GUERRA Y MARCANO
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-7",CALLE RODRIGUEZ
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-5",CALLE LA IMPORTADORA
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-4",CALLE JUAN CANCIO Y CALLE ROMERO
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-2",CALLE GOMEZ
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-12",CALLE LAS CABAÑITAS
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-11",CALLE FATIMA
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-10",CALLE JOSE ROMAN
MP. DIAZ,"15-2-1-150201011-1",LOS BAGRES SUR,"15-2-1-150201011-1-1",CALLE PRINCIPAL
MP. DIAZ,"15-2-1-150201010-2",EL ALTO DE LAS BARRANCAS,"15-2-1-150201010-2-8",CALLE LA QUEBRADA Y VIA EL ALTO
MP. DIAZ,"15-2-1-150201010-2",EL ALTO DE LAS BARRANCAS,"15-2-1-150201010-2-7",CALLEJON EL ALTO Y CALLE PURULU
MP. DIAZ,"15-2-1-150201010-2",EL ALTO DE LAS BARRANCAS,"15-2-1-150201010-2-4",CALLE VELASQUEZ
MP. DIAZ,"15-2-1-150201010-2",EL ALTO DE LAS BARRANCAS,"15-2-1-150201010-2-2",CALLE LOS MILLANES Y CALLE EL POZO
MP. DIAZ,"15-2-1-150201010-2",EL ALTO DE LAS BARRANCAS,"15-2-1-150201010-2-1",CALLE EL ALTO
