"municipio","cod_comunidad","comunidad","cod_calle","nombre_calle"
MP. TUBORES,"15-9-2-150902001-1",LAS CASITAS DE ANTAÑO,"15-9-2-150902001-1-2",SAN ONOFRE-LOS MANGLES-SUCRE
MP. TUBORES,"15-9-2-150902001-1",LAS CASITAS DE ANTAÑO,"15-9-2-150902001-1-1",PRINCIPAL VIRGEN DE FATIMA
MP. TUBORES,"15-9-1-150901018-1",LA RESTINGA,"15-9-1-150901018-1-1",PRINCIPAL
MP. TUBORES,"15-9-1-150901017-3",CAMINO REAL,"15-9-1-150901017-3-3","SECTOR D Y F CALLE 4 Y 5 Y TRANSVERSALES 1,2,3"
MP. TUBORES,"15-9-1-150901017-3",CAMINO REAL,"15-9-1-150901017-3-2",SECTOR SECTOR A TRANSVERSALES 7 Y 8
MP. TUBORES,"15-9-1-150901017-2",AGUILA DORADA,"15-9-1-150901017-2-3",CALLE VIRGEN DEL VALLE Y SANTA BARBARA
MP. TUBORES,"15-9-1-150901017-2",AGUILA DORADA,"15-9-1-150901017-2-2","CALLES LA LOMA, SAN MIGUEL, LA ESPERANZA Y RIO CARIBE"
MP. TUBORES,"15-9-1-150901017-1",SABANA GRANDE,"15-9-1-150901017-1-2",CALLE PRINCIPAL SABANA GRANDE
MP. TUBORES,"15-9-1-150901016-1",ARAPANOS,"15-9-1-150901016-1-8",CALLE URBANISMO 2
MP. TUBORES,"15-9-1-150901016-1",ARAPANOS,"15-9-1-150901016-1-5","CALLE SABANA, ESTADIUM POZO"
MP. TUBORES,"15-9-1-150901016-1",ARAPANOS,"15-9-1-150901016-1-3",CALLE ARAPANO
MP. TUBORES,"15-9-1-150901016-1",ARAPANOS,"15-9-1-150901016-1-2",CALLE VELASQUEZ
MP. TUBORES,"15-9-1-150901015-4",GUAYACAN TRADICIONAL,"15-9-1-150901015-4-3",LA CHINA AV JUAN BAUTISTA ARISMENDI
MP. TUBORES,"15-9-1-150901015-4",GUAYACAN TRADICIONAL,"15-9-1-150901015-4-2",VIA LA GUARDIA Y LA PERLA
MP. TUBORES,"15-9-1-150901015-4",GUAYACAN TRADICIONAL,"15-9-1-150901015-4-1",PRINCIPAL Y VIRGEN DEL VALLE
MP. TUBORES,"15-9-1-150901015-3",GUAYACAN C,"15-9-1-150901015-3-5",TUBORES - MARIA GUEVARA
MP. TUBORES,"15-9-1-150901015-3",GUAYACAN C,"15-9-1-150901015-3-4",VIRGEN DEL VALLE/ GUAIQUERI
MP. TUBORES,"15-9-1-150901015-3",GUAYACAN C,"15-9-1-150901015-3-2",STA EDUVIGIS/LUISA CACERES
MP. TUBORES,"15-9-1-150901015-3",GUAYACAN C,"15-9-1-150901015-3-1",JUAN BAUTISTA ARISMENDI Y STA MONICA
MP. TUBORES,"15-9-1-150901015-2",GUAYACAN B,"15-9-1-150901015-2-2","EL ROBLE SAMAN, 31 DE JULIO ARAGUANEY Y ESTADIO"
MP. TUBORES,"15-9-1-150901015-2",GUAYACAN B,"15-9-1-150901015-2-1","17 DE OCTUBRE Y LOS GALPONES"
MP. TUBORES,"15-9-1-150901015-1",GUAYACAN A,"15-9-1-150901015-1-4",AMAPOLA-FLORES-LIRIO
MP. TUBORES,"15-9-1-150901015-1",GUAYACAN A,"15-9-1-150901015-1-1",SAMAN-EL ROBLE
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-35",SECTOR E
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-29",SECTOR G
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-25",SECTOR - D
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-23",SECTOR H
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-22",SECTOR F
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-19",SECTOR C
MP. TUBORES,"15-9-1-150901014-1",LAS MERCEDES,"15-9-1-150901014-1-18",SECTOR A Y B
MP. TUBORES,"15-9-1-150901013-2",URB PERLAS DE CUBAGUA,"15-9-1-150901013-2-3",SECTOR C
MP. TUBORES,"15-9-1-150901013-2",URB PERLAS DE CUBAGUA,"15-9-1-150901013-2-2",SECTOR B
MP. TUBORES,"15-9-1-150901013-2",URB PERLAS DE CUBAGUA,"15-9-1-150901013-2-1",SECTOR A
MP. TUBORES,"15-9-1-150901013-1",URB. PUEBLO NUEVO,"15-9-1-150901013-1-8","CALLE V, TERMINAL"
MP. TUBORES,"15-9-1-150901013-1",URB. PUEBLO NUEVO,"15-9-1-150901013-1-4",CALLE I Y CALLE IV
MP. TUBORES,"15-9-1-150901013-1",URB. PUEBLO NUEVO,"15-9-1-150901013-1-2",CALLE III
MP. TUBORES,"15-9-1-150901013-1",URB. PUEBLO NUEVO,"15-9-1-150901013-1-10",CALLE II
MP. TUBORES,"15-9-1-150901013-1",URB. PUEBLO NUEVO,"15-9-1-150901013-1-1",CALLE COLON
MP. TUBORES,"15-9-1-150901012-9",LA BLANQUILLA D,"15-9-1-150901012-9-9",ESTACIONAMIENTO-VEREDA 01-02-03
MP. TUBORES,"15-9-1-150901012-9",LA BLANQUILLA D,"15-9-1-150901012-9-8",ESTACIONAMIENTO-VEREDA 04-05-06
MP. TUBORES,"15-9-1-150901012-9",LA BLANQUILLA D,"15-9-1-150901012-9-5",PRINCIPAL- CALLE 02-04-07
MP. TUBORES,"15-9-1-150901012-9",LA BLANQUILLA D,"15-9-1-150901012-9-3",CALLE-01-02
MP. TUBORES,"15-9-1-150901012-9",LA BLANQUILLA D,"15-9-1-150901012-9-12",VEREDA 07-CALLE 04
MP. TUBORES,"15-9-1-150901012-8",EL AGUILA,"15-9-1-150901012-8-1",CALLE PRINCIPAL EL AGUILA
MP. TUBORES,"15-9-1-150901012-7",LA 8VA ESTRELLA,"15-9-1-150901012-7-7",CALLE COLMENARES
MP. TUBORES,"15-9-1-150901012-7",LA 8VA ESTRELLA,"15-9-1-150901012-7-4",CALLE LA VICTORIA
MP. TUBORES,"15-9-1-150901012-7",LA 8VA ESTRELLA,"15-9-1-150901012-7-3",CALLE JERUSALEN
MP. TUBORES,"15-9-1-150901012-7",LA 8VA ESTRELLA,"15-9-1-150901012-7-2",CALLE TRINIDAD
MP. TUBORES,"15-9-1-150901012-7",LA 8VA ESTRELLA,"15-9-1-150901012-7-1",CALLE PRINCIPAL
MP. TUBORES,"15-9-1-150901012-5",LA BLANQUILLA E,"15-9-1-150901012-5-4",CALLE 01
MP. TUBORES,"15-9-1-150901012-5",LA BLANQUILLA E,"15-9-1-150901012-5-3",CALLE 03
MP. TUBORES,"15-9-1-150901012-5",LA BLANQUILLA E,"15-9-1-150901012-5-2",CALLE 04
MP. TUBORES,"15-9-1-150901012-5",LA BLANQUILLA E,"15-9-1-150901012-5-1",CALLE 02
MP. TUBORES,"15-9-1-150901012-3",LA BLANQUILLA C,"15-9-1-150901012-3-9",CALLE 04
MP. TUBORES,"15-9-1-150901012-3",LA BLANQUILLA C,"15-9-1-150901012-3-8",CALLE 03
MP. TUBORES,"15-9-1-150901012-3",LA BLANQUILLA C,"15-9-1-150901012-3-7",CALLE 01 Y 02
MP. TUBORES,"15-9-1-150901012-2",LA BLANQUILLA A,"15-9-1-150901012-2-3","VEREDA 12,16,17,19"
MP. TUBORES,"15-9-1-150901012-2",LA BLANQUILLA A,"15-9-1-150901012-2-2",VEREDA 14 - VEREDA 15
MP. TUBORES,"15-9-1-150901012-2",LA BLANQUILLA A,"15-9-1-150901012-2-1","CALLE 02-03, VEREDA 21, TERRENO"
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-9",CALLE 07
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-8",CALLE 08-09-10
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-7",CALLE 06
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-5",CALLE 04
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-4",CALLE 03
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-3",CALLE 01
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-11",CALLE 02
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-10",CALLE 05
MP. TUBORES,"15-9-1-150901012-11",LOS JARDINES,"15-9-1-150901012-11-1",CALLE ASFALTADA-ZONA EN SILENCIO
MP. TUBORES,"15-9-1-150901012-1",LA BLANQUILLA B,"15-9-1-150901012-1-9",CALLE 2/3
MP. TUBORES,"15-9-1-150901012-1",LA BLANQUILLA B,"15-9-1-150901012-1-4",VEREDA 13
MP. TUBORES,"15-9-1-150901012-1",LA BLANQUILLA B,"15-9-1-150901012-1-2",VEREDA 4
MP. TUBORES,"15-9-1-150901012-1",LA BLANQUILLA B,"15-9-1-150901012-1-1",VEREDA 01-03-05
MP. TUBORES,"15-9-1-150901011-3",CHACACHACARE ARRIBA,"15-9-1-150901011-3-5",CALLE SAN MARTIN Y DIVINO NIÑO
MP. TUBORES,"15-9-1-150901011-3",CHACACHACARE ARRIBA,"15-9-1-150901011-3-4",BARRIO CRUZ ESPINOZA
MP. TUBORES,"15-9-1-150901011-3",CHACACHACARE ARRIBA,"15-9-1-150901011-3-2",CALLE LA PLAYA
MP. TUBORES,"15-9-1-150901011-2",CHACACHACARE CENTRO,"15-9-1-150901011-2-4",CALLE EL MAR LA LAGUNA
MP. TUBORES,"15-9-1-150901011-2",CHACACHACARE CENTRO,"15-9-1-150901011-2-2",CALLE PRINCIPAL Y LA PLAYA
MP. TUBORES,"15-9-1-150901011-2",CHACACHACARE CENTRO,"15-9-1-150901011-2-1",CALLE LA ESCUELA
MP. TUBORES,"15-9-1-150901011-1",CHACACHACARE ABAJO,"15-9-1-150901011-1-9",LA SALINA
MP. TUBORES,"15-9-1-150901010-2",SECTOR MATA REDONDA,"15-9-1-150901010-2-6",CALLE LA REDOMA
MP. TUBORES,"15-9-1-150901010-2",SECTOR MATA REDONDA,"15-9-1-150901010-2-5",SECTOR LA ESCUELA
MP. TUBORES,"15-9-1-150901010-2",SECTOR MATA REDONDA,"15-9-1-150901010-2-4",CALLE PRINCIPAL SECTOR EL PARQUE
MP. TUBORES,"15-9-1-150901010-2",SECTOR MATA REDONDA,"15-9-1-150901010-2-3",CALLE TALLER SALAZAR
MP. TUBORES,"15-9-1-150901010-2",SECTOR MATA REDONDA,"15-9-1-150901010-2-2",CALLE EL SUR
MP. TUBORES,"15-9-1-150901009-1",LAGUNA DE RAYA,"15-9-1-150901009-1-9",PRINCIPAL SECTOR I
MP. TUBORES,"15-9-1-150901009-1",LAGUNA DE RAYA,"15-9-1-150901009-1-8",SALINA CANCHA YEISON
MP. TUBORES,"15-9-1-150901009-1",LAGUNA DE RAYA,"15-9-1-150901009-1-6","MODESTA, SALAZAR CAPÍLLA"
MP. TUBORES,"15-9-1-150901009-1",LAGUNA DE RAYA,"15-9-1-150901009-1-5","LOS VASQUEZ, RAMONA, URBANISMOS"
MP. TUBORES,"15-9-1-150901009-1",LAGUNA DE RAYA,"15-9-1-150901009-1-3","CALLES DOLORES, VASQUEZ, DON FELIPA"
MP. TUBORES,"15-9-1-150901009-1",LAGUNA DE RAYA,"15-9-1-150901009-1-10",PRINCIPAL SECTOR II
MP. TUBORES,"15-9-1-150901008-2",SANTA MARIA,"15-9-1-150901008-2-6",CALLE PRINCIPAL COUNTRY Y MARANATA
MP. TUBORES,"15-9-1-150901008-2",SANTA MARIA,"15-9-1-150901008-2-5",NUEVA Y ESCONDIDA
MP. TUBORES,"15-9-1-150901008-2",SANTA MARIA,"15-9-1-150901008-2-4",VICENTE EMILIO Y EL POZO
MP. TUBORES,"15-9-1-150901008-1",PALO SANO,"15-9-1-150901008-1-1",CALLE PRINCIPAL
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-8",CALLE VENEZUELA
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-7",CALLE PRINCIPAL NORTE
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-6",CANAIMA - VIRGEN DEL VALLE
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-5",LOS CRUCES VIA PALOSANO
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-4",CARRETERA NACIONAL NORTE
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-3",EL RINCON
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-2",CARRETERA NACIONAL SUR
MP. TUBORES,"15-9-1-150901007-2",LOS PUISITOS,"15-9-1-150901007-2-1",CALLE PRINCIPAL SUR
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-9",PRINCIPAL - CEMENTERIO 2
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-8",CALLE LA REVOLUCION-CALLE EL POZO-CARDONAL
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-7",CALLE LAREZ BATEA
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-6",CALLE VELASQUEZ Y LA REDOMA
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-4",CALLE SUR
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-3","CALLE PRINCIPAL, ARRIBA"
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-2","CALLE PRINCIPAL, MARGARITA, CEMENTERIO"
MP. TUBORES,"15-9-1-150901007-1",LOS GOMEZ,"15-9-1-150901007-1-1",CALLE PRINCIPAL BATEA A BATEA
MP. TUBORES,"15-9-1-150901006-6",EL ALELY,"15-9-1-150901006-6-2",CALLE GUATAPANARE-AV JUAN BAUTISTA
MP. TUBORES,"15-9-1-150901006-6",EL ALELY,"15-9-1-150901006-6-1",ARAGUANEY-AV JUAN BAUTISTA
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-9",CALLE PRINCIPAL SECTOR LA CRUZ SUR
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-8",CALLE LA SEIBA
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-7",CALLE EL CEMENTERIO B
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-6",CALLE EL CEMENTERIO A
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-5",CALLE LAS VIUDAS
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-4",CALLE LAS AMERICAS
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-3",AV JUAN BAUTISTA SECTOR EL CENTRO NORTE
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-2",PRINCIPAL EL YARE B
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-18",AV LA CRUZ
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-17",AV SECTOR EL YARE
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-16",CALLE PPAL LA CRUZ NORTE
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-15",CALLE (EL DISPENSARIA)
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-14",CALLE ( PRINCIPAL CENTRO)
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-13",AV SECTOR EL CENTRO LADO SUR
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-12",EL YARE-LA CHICA
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-11",EL PARQUE
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-10",SANTA TERESA
MP. TUBORES,"15-9-1-150901006-5",LAS HERNANDEZ,"15-9-1-150901006-5-1",PRINCIPAL EL YARE A
MP. TUBORES,"15-9-1-150901005-4",SECTOR BARRIO UNIDO,"15-9-1-150901005-4-9",CALLE SANTA BARBARA
MP. TUBORES,"15-9-1-150901005-4",SECTOR BARRIO UNIDO,"15-9-1-150901005-4-7","PRINCIPAL, DIVINO NIÑO"
MP. TUBORES,"15-9-1-150901005-4",SECTOR BARRIO UNIDO,"15-9-1-150901005-4-6",BARRIO LAS MERCEDES
MP. TUBORES,"15-9-1-150901005-4",SECTOR BARRIO UNIDO,"15-9-1-150901005-4-12",CALLE NUEVA
MP. TUBORES,"15-9-1-150901004-8",PUNTA DE PIEDRAS 2,"15-9-1-150901004-8-4",CALLE SUCRE
MP. TUBORES,"15-9-1-150901004-8",PUNTA DE PIEDRAS 2,"15-9-1-150901004-8-3",CALLE MIRANDA
MP. TUBORES,"15-9-1-150901004-7",PUNTA DE PIEDRAS 1,"15-9-1-150901004-7-4",PASEO ESTHER GIL
MP. TUBORES,"15-9-1-150901004-7",PUNTA DE PIEDRAS 1,"15-9-1-150901004-7-3",CALLE MIRANDA
MP. TUBORES,"15-9-1-150901004-7",PUNTA DE PIEDRAS 1,"15-9-1-150901004-7-1",CALLE MATA SIETE
MP. TUBORES,"15-9-1-150901004-4",COLON Y BOLIVAR,"15-9-1-150901004-4-8",CALLE PASEO MARIA GUEVARA
MP. TUBORES,"15-9-1-150901004-4",COLON Y BOLIVAR,"15-9-1-150901004-4-7",CALLE BOLIVAR
MP. TUBORES,"15-9-1-150901004-4",COLON Y BOLIVAR,"15-9-1-150901004-4-1",CALLE COLON
MP. TUBORES,"15-9-1-150901004-3",MARIA GUEVARA,"15-9-1-150901004-3-7",CALLE MIRANDA I
MP. TUBORES,"15-9-1-150901004-3",MARIA GUEVARA,"15-9-1-150901004-3-6",CALLE MATA SIETE
MP. TUBORES,"15-9-1-150901004-3",MARIA GUEVARA,"15-9-1-150901004-3-4",CALLE COLON - LA PLAYA
MP. TUBORES,"15-9-1-150901004-3",MARIA GUEVARA,"15-9-1-150901004-3-3",CALLE MIRANDA II
MP. TUBORES,"15-9-1-150901004-3",MARIA GUEVARA,"15-9-1-150901004-3-2",CALLE BOLIVAR
MP. TUBORES,"15-9-1-150901004-1",LA SALINA,"15-9-1-150901004-1-12",VEREDA 02
MP. TUBORES,"15-9-1-150901004-1",LA SALINA,"15-9-1-150901004-1-1",PRINCIPAL
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-8",CARUPANO
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-7",PIO RODRIGUEZ
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-3",POLLO DORADO
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-17",CALLE NUEVA ESPARTA
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-16",CALLE PROLONGACION BARINAS Y LOS ROJAS
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-15",CALLE BARINAS
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-14",CALLE JUAN MAXIMO SALAZAR 1 Y 2
MP. TUBORES,"15-9-1-150901003-2",GUAYACAN SUR,"15-9-1-150901003-2-13",CALLE PRINCIPAL - STADIUM
MP. TUBORES,"15-9-1-150901003-1",LAS GILES,"15-9-1-150901003-1-7","CALLE VIRGEN INMACULADA, ENTRADA PRINCIPAL"
MP. TUBORES,"15-9-1-150901003-1",LAS GILES,"15-9-1-150901003-1-3","CALLE PRINCIPAL, ENTRADA LAS GILES"
MP. TUBORES,"15-9-1-150901001-3",LA PONDEROSA,"15-9-1-150901001-3-8",AGUSTIN REYES
MP. TUBORES,"15-9-1-150901001-3",LA PONDEROSA,"15-9-1-150901001-3-5",LA ESPERANZA
MP. TUBORES,"15-9-1-150901001-3",LA PONDEROSA,"15-9-1-150901001-3-4",MANUEL GONCALVES
MP. TUBORES,"15-9-1-150901001-3",LA PONDEROSA,"15-9-1-150901001-3-3",FRANCISCO ADRIAN-SAMUEL AVENDAÑO
MP. TUBORES,"15-9-1-150901001-3",LA PONDEROSA,"15-9-1-150901001-3-1",NEMERCIO MALAVE
MP. TUBORES,"15-9-1-150901001-2",LA QUINTA,"15-9-1-150901001-2-9",CALLE PLANTA-QUINTA-COLEGIO
MP. TUBORES,"15-9-1-150901001-2",LA QUINTA,"15-9-1-150901001-2-11","CALLE PRINCIPAL, LAS FLORES Y LAS GUARDIANAS DE CHAVEZ"
MP. TUBORES,"15-9-1-150901001-2",LA QUINTA,"15-9-1-150901001-2-10",CALLE LAS MARGARITAS Y CLAVELES
MP. TUBORES,"15-9-1-150901001-1",MONTE OSCURO,"15-9-1-150901001-1-8",DORADO- PRINCIPAL- LOS CUARTOS- EL YAQUE
MP. TUBORES,"15-9-1-150901001-1",MONTE OSCURO,"15-9-1-150901001-1-5","EL OLIVO, MAGUEY, COPEY Y PARAISO"
MP. TUBORES,"15-9-1-150901001-1",MONTE OSCURO,"15-9-1-150901001-1-2",URBANISMO
MP. TUBORES,"15-9-1-150901001-1",MONTE OSCURO,"15-9-1-150901001-1-1","ATARDECER, PALMA Y RETOMA"
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-7",VEREDAS 1 Y 2 URB. VICENTE FUENTES
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-6",LAS FLORES - EL COMERCIO - EL CALLEJON
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-5",URB. ELEUTERIO SALAZAR - EL PARAISO
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-4",VEREDAS 3 Y 4 URB. VICENTE FUENTES
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-3","3, 4, 5 URB. VICENTE FUENTES"
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-2",CERRO NORTE
MP.VILLALBA(I.COCHE),"15-8-2-150802003-1",EL GUAMACHE ISLA DE COCHE,"15-8-2-150802003-1-1",VALIENTE
MP.VILLALBA(I.COCHE),"15-8-2-150802002-4",LA UVA,"15-8-2-150802002-4-2",VELÁSQUEZ - VIA PRINCIPAL
MP.VILLALBA(I.COCHE),"15-8-2-150802002-4",LA UVA,"15-8-2-150802002-4-1",LAS TUNAS - VIRGEN DEL VALLE - LAS FLORES
MP.VILLALBA(I.COCHE),"15-8-2-150802002-1",EL BICHAR ISLA DE COCHE,"15-8-2-150802002-1-6",VIRGEN DEL ROSARIO - BRISAS DEL BICHAR
MP.VILLALBA(I.COCHE),"15-8-2-150802002-1",EL BICHAR ISLA DE COCHE,"15-8-2-150802002-1-5",MONTE SANO
MP.VILLALBA(I.COCHE),"15-8-2-150802002-1",EL BICHAR ISLA DE COCHE,"15-8-2-150802002-1-4",EL ROBLE - LA MARINA
MP.VILLALBA(I.COCHE),"15-8-2-150802002-1",EL BICHAR ISLA DE COCHE,"15-8-2-150802002-1-3",URBANIZACION EL BICHAR
MP.VILLALBA(I.COCHE),"15-8-2-150802002-1",EL BICHAR ISLA DE COCHE,"15-8-2-150802002-1-2",LOS CERRITOS
MP.VILLALBA(I.COCHE),"15-8-2-150802002-1",EL BICHAR ISLA DE COCHE,"15-8-2-150802002-1-1",VIA PRINCIPAL - SECTOR CARENERO
MP.VILLALBA(I.COCHE),"15-8-2-150802001-2",EL AMPARO,"15-8-2-150802001-2-5",LA ENSENADA - LAS URUGUAYAS
MP.VILLALBA(I.COCHE),"15-8-2-150802001-2",EL AMPARO,"15-8-2-150802001-2-4",LAS MALVINAS - CERRO GUARAGUAO
MP.VILLALBA(I.COCHE),"15-8-2-150802001-2",EL AMPARO,"15-8-2-150802001-2-3",EL CENTRO - EL CERRO
MP.VILLALBA(I.COCHE),"15-8-2-150802001-2",EL AMPARO,"15-8-2-150802001-2-2",LAS FLORES
MP.VILLALBA(I.COCHE),"15-8-2-150802001-2",EL AMPARO,"15-8-2-150802001-2-1",MARIA AUXILIADORA
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-9",EL CHISPERO
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-6",SANTANA - LOS JARDINES
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-5",BELLO MONTE
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-4",EL CENTRO - LA PORTADA - CAMPOMAR - ANTENA
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-3",LAS COLINAS - LA CRUZ
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-2",VISTA HERMOSA II - LOMAS DE CHÁVEZ
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-10",VISTA HERMOSA I
MP.VILLALBA(I.COCHE),"15-8-2-150802001-1",GUINIMA,"15-8-2-150802001-1-1",CHOROCHORO - CAMPOMAR - EL POZO
MP.VILLALBA(I.COCHE),"15-8-1-150801003-2",URB. SAN PEDRO DE COCHE SAN ANTONIO,"15-8-1-150801003-2-6",URB. SAN PEDRO VEREDA 4 Y 5
MP.VILLALBA(I.COCHE),"15-8-1-150801003-2",URB. SAN PEDRO DE COCHE SAN ANTONIO,"15-8-1-150801003-2-5",SAN ANTONIO - URB. SAN PEDRO C - 3 Y 6 - VEREDA 9
MP.VILLALBA(I.COCHE),"15-8-1-150801003-2",URB. SAN PEDRO DE COCHE SAN ANTONIO,"15-8-1-150801003-2-4",VIA PRINCIPAL - CALLE 4
MP.VILLALBA(I.COCHE),"15-8-1-150801003-2",URB. SAN PEDRO DE COCHE SAN ANTONIO,"15-8-1-150801003-2-2","URB. SAN PEDRO VEREDAS 1, 2 Y 3"
MP.VILLALBA(I.COCHE),"15-8-1-150801003-2",URB. SAN PEDRO DE COCHE SAN ANTONIO,"15-8-1-150801003-2-1",URB. SAN PEDRO C-1 - VEREDA 7
MP.VILLALBA(I.COCHE),"15-8-1-150801003-1",VALLE SECO EL TAMARINDO,"15-8-1-150801003-1-6",VALLE SECO VIA PRINCIPAL
MP.VILLALBA(I.COCHE),"15-8-1-150801003-1",VALLE SECO EL TAMARINDO,"15-8-1-150801003-1-5",EL TAMARINDO - EL MAGUEY
MP.VILLALBA(I.COCHE),"15-8-1-150801003-1",VALLE SECO EL TAMARINDO,"15-8-1-150801003-1-4",JOSÉ GREGORIO HERNÁNDEZ - SAN JOSE
